,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
296,GRZ,2017-10-18,2019-03-18,516,Wednesday,403954,GBP,26783,499998,339403,0.05356621426485706,12.672329462718888,0.678808715234861,25-30,B,davisdavid,william10@yahoo.com,Michael Molina,M,26
297,GRZ,2017-08-30,2018-04-23,236,Wednesday,868433,EUR,34341,500003,753424,0.06868158791047253,21.939489240266738,1.5068389589662463,20-25,F,jonathan64,davidmelton@hotmail.com,Megan Anderson,F,42
298,BYU,2018-07-13,2019-05-03,294,Friday,584108,EUR,40913,499998,281922,0.08182632730530923,6.890768215481632,0.5638462553850215,20-30,B,jonathan64,davidmelton@hotmail.com,Megan Anderson,F,42
299,GRZ,2018-06-15,2019-10-04,476,Friday,885128,EUR,18285,500001,789053,0.036569926860146276,43.15302160240634,1.5781028437943123,40-50,F,jonathan64,davidmelton@hotmail.com,Megan Anderson,F,42
300,AKX,2018-11-25,2020-03-20,481,Sunday,301918,GBP,24242,499997,36385,0.048484290905745436,1.500907515881528,0.07277043662261974,35-55,M,jonathan64,davidmelton@hotmail.com,Megan Anderson,F,42
301,BYU,2018-11-06,2019-06-22,228,Tuesday,130981,GBP,40039,499999,57821,0.08007816015632031,1.4441169859387097,0.11564223128446256,35-55,M,jonathan64,davidmelton@hotmail.com,Megan Anderson,F,42
302,AKX,2017-10-26,2018-04-28,184,Thursday,16657,USD,53940,500000,10940,0.10788,0.20281794586577678,0.02188,30-50,M,brookescott,dwells@gmail.com,John Brock,M,64
303,KTR,2018-09-08,2019-05-17,251,Saturday,332218,USD,89102,499998,101545,0.17820471281885128,1.1396489416623645,0.20309081236324944,35-40,F,brookescott,dwells@gmail.com,John Brock,M,64
304,BYU,2019-08-21,2021-06-19,668,Wednesday,690027,EUR,64785,499993,531941,0.12957181400539608,8.210866712973683,1.0638968945565237,30-40,B,brookescott,dwells@gmail.com,John Brock,M,64
305,GRZ,2018-10-11,2020-07-09,637,Thursday,499599,EUR,2800,499999,84224,0.0056000112000224,30.08,0.1684483368966738,45-70,M,brookescott,dwells@gmail.com,John Brock,M,64
306,BYU,2019-01-02,2020-10-14,651,Wednesday,776143,GBP,20337,500000,551308,0.040674,27.108619757092985,1.102616,35-60,B,jeremysosa,staceygarcia@hotmail.com,Anthony Rios,M,50
307,BYU,2018-03-03,2019-09-12,558,Saturday,395588,EUR,62073,500001,175227,0.12414575170849658,2.8229181769851626,0.35045329909340184,20-30,F,jeremysosa,staceygarcia@hotmail.com,Anthony Rios,M,50
308,BYU,2017-11-29,2018-06-30,213,Wednesday,95856,USD,29467,500000,53648,0.058934,1.8206128889944684,0.107296,30-50,B,jeremysosa,staceygarcia@hotmail.com,Anthony Rios,M,50
309,BYU,2019-01-06,2020-05-31,511,Sunday,711353,USD,13386,499998,214466,0.026772107088428355,16.021664425519198,0.42893371573486294,25-40,M,jeremysosa,staceygarcia@hotmail.com,Anthony Rios,M,50
310,GRZ,2018-11-09,2018-06-10,-152,Friday,713015,GBP,15737,499997,87157,0.03147418884513307,5.538349113554045,0.17431504589027536,30-40,F,jeremysosa,staceygarcia@hotmail.com,Anthony Rios,M,50
311,AKX,2017-02-10,2017-02-11,1,Friday,389196,USD,24180,499999,187102,0.04836009672019344,7.737882547559967,0.3742047484094968,20-30,M,jeremysosa,staceygarcia@hotmail.com,Anthony Rios,M,50
312,GRZ,2018-05-07,2020-02-15,649,Monday,907392,GBP,70970,500001,627684,0.14193971612056777,8.844356770466394,1.2553654892690214,30-40,F,jeremysosa,staceygarcia@hotmail.com,Anthony Rios,M,50
313,GRZ,2019-03-08,2021-06-28,843,Friday,660074,USD,42262,499999,578001,0.0845241690483381,13.676612559746344,1.156004312008624,40-45,F,jeremysosa,staceygarcia@hotmail.com,Anthony Rios,M,50
314,BYU,2018-08-09,2019-08-02,358,Thursday,320769,EUR,21136,500001,166401,0.04227191545616909,7.872870931112793,0.3328013343973312,25-30,M,nelsonnicole,rosalesthomas@santiago.com,Nicole Vaughn,F,49
315,BYU,2018-01-02,2018-07-28,207,Tuesday,706983,EUR,17648,499996,70269,0.03529628237025896,3.9816976427923843,0.1405391243129945,20-30,B,nelsonnicole,rosalesthomas@santiago.com,Nicole Vaughn,F,49
316,KTR,2019-01-22,2020-01-13,356,Tuesday,591717,USD,16865,500001,578062,0.03372993254013492,34.2758375333531,1.1561216877566245,35-55,B,nelsonnicole,rosalesthomas@santiago.com,Nicole Vaughn,F,49
317,BYU,2018-06-09,2020-06-21,743,Saturday,384057,EUR,22702,500000,206824,0.045404,9.110386750066073,0.413648,20-40,M,nelsonnicole,rosalesthomas@santiago.com,Nicole Vaughn,F,49
318,AKX,2019-04-01,2019-07-03,93,Monday,67227,EUR,10443,499998,21909,0.020886083544334178,2.097960356219477,0.04381817527270109,40-50,B,keithbarry,shaun53@braun.com,Marcia Harvey,F,45
319,AKX,2018-09-29,2018-10-19,20,Saturday,82590,USD,59528,499999,29149,0.11905623811247623,0.48966872732159655,0.05829811659623319,40-55,M,keithbarry,shaun53@braun.com,Marcia Harvey,F,45
320,AKX,2019-06-14,2020-02-18,249,Friday,665668,EUR,32351,500000,137568,0.064702,4.252356959599394,0.275136,20-35,M,keithbarry,shaun53@braun.com,Marcia Harvey,F,45
321,BYU,2018-06-22,2019-07-19,392,Friday,50573,GBP,45631,500003,26840,0.09126145243128542,0.5881966207183713,0.05367967792193247,40-45,F,keithbarry,shaun53@braun.com,Marcia Harvey,F,45
322,KTR,2019-02-06,2020-03-30,418,Wednesday,3013,EUR,37939,499997,2702,0.07587845527073163,0.07121958934078389,0.005404032424194545,35-50,B,keithbarry,shaun53@braun.com,Marcia Harvey,F,45
323,GRZ,2018-02-04,2018-03-09,33,Sunday,408494,EUR,27823,499999,198018,0.055646111292222585,7.117061424001725,0.39603679207358417,30-35,B,paigechavez,michaelshields@rice.com,Mary Brown,F,36
324,GRZ,2018-09-24,2020-08-27,703,Monday,664423,USD,35271,500000,229069,0.070542,6.494542258512659,0.458138,40-55,B,paigechavez,michaelshields@rice.com,Mary Brown,F,36
325,AKX,2019-03-16,2021-02-25,712,Saturday,628787,USD,38712,500002,349984,0.07742369030523878,9.040710890679893,0.6999652001391995,35-45,F,paigechavez,michaelshields@rice.com,Mary Brown,F,36
326,BYU,2018-06-14,2020-01-20,585,Thursday,92543,EUR,16702,499999,59644,0.03340406680813362,3.57106933301401,0.11928823857647715,25-35,B,paigechavez,michaelshields@rice.com,Mary Brown,F,36
327,AKX,2018-08-22,2019-08-22,365,Wednesday,291494,USD,23960,499998,128921,0.04792019168076672,5.3806761268781305,0.2578430313721255,30-40,B,paigechavez,michaelshields@rice.com,Mary Brown,F,36
328,GRZ,2017-06-09,2017-08-09,61,Friday,97153,EUR,20740,500000,8775,0.04148,0.42309546769527484,0.01755,30-50,M,alec55,alec88@castaneda.biz,Melanie Lopez,F,67
329,KTR,2019-07-18,2020-03-13,239,Thursday,559698,USD,35355,499998,5452,0.07071028284113136,0.15420732569650686,0.010904043616174464,20-30,F,alec55,alec88@castaneda.biz,Melanie Lopez,F,67
330,GRZ,2019-08-30,2021-07-01,671,Friday,236287,GBP,61592,500000,22741,0.123184,0.36922002857513964,0.045482,40-60,B,alec55,alec88@castaneda.biz,Melanie Lopez,F,67
331,AKX,2018-02-28,2018-06-19,111,Wednesday,978724,USD,27537,500002,911946,0.05507377970488118,33.117115154156224,1.8238847044611821,25-35,M,jon17,michaelcooley@marquez-stout.com,Ashley Golden,F,20
332,KTR,2019-04-17,2020-01-08,266,Wednesday,672873,GBP,19468,499999,471715,0.03893607787215574,24.230275323607973,0.9434318868637738,25-35,B,jon17,michaelcooley@marquez-stout.com,Ashley Golden,F,20
333,AKX,2019-01-24,2020-08-03,557,Thursday,141540,GBP,75098,500000,7116,0.150196,0.09475618525127168,0.014232,40-45,F,jon17,michaelcooley@marquez-stout.com,Ashley Golden,F,20
334,AKX,2019-05-03,2021-08-02,822,Friday,739179,USD,21293,500000,698176,0.042586,32.78899168740901,1.396352,20-40,M,jon17,michaelcooley@marquez-stout.com,Ashley Golden,F,20
335,BYU,2018-07-29,2019-09-19,417,Sunday,37796,GBP,29853,500000,14347,0.059706,0.480588215589723,0.028694,35-50,M,jon17,michaelcooley@marquez-stout.com,Ashley Golden,F,20
336,KTR,2018-07-14,2020-06-22,709,Saturday,396769,USD,60432,500000,234159,0.120864,3.874751787132645,0.468318,25-45,F,jon17,michaelcooley@marquez-stout.com,Ashley Golden,F,20
337,BYU,2019-01-23,2020-06-13,507,Wednesday,60089,USD,16360,499999,49431,0.03272006544013088,3.021454767726161,0.09886219772439545,35-45,B,jon17,michaelcooley@marquez-stout.com,Ashley Golden,F,20
338,KTR,2019-05-05,2020-01-12,252,Sunday,239585,EUR,44761,500000,17441,0.089522,0.38964723755054625,0.034882,40-50,B,jon17,michaelcooley@marquez-stout.com,Ashley Golden,F,20
339,GRZ,2019-04-26,2021-01-16,631,Friday,172444,USD,36975,500000,97380,0.07395,2.6336713995943204,0.19476,40-50,F,lindseymarshall,scott72@farmer.com,Patricia Blackwell,F,69
340,GRZ,2018-03-15,2018-12-09,269,Thursday,58548,GBP,9283,499998,18216,0.01856607426429706,1.9622966713346979,0.036432145728582915,40-60,M,lindseymarshall,scott72@farmer.com,Patricia Blackwell,F,69
341,KTR,2019-07-13,2019-10-10,89,Saturday,337132,GBP,29290,500002,213927,0.05857976568093728,7.30375554796859,0.4278522885908456,25-40,M,lindseymarshall,scott72@farmer.com,Patricia Blackwell,F,69
342,BYU,2019-06-13,2020-10-15,490,Thursday,877595,EUR,9734,500001,474267,0.01946796106407787,48.72272447092665,0.9485321029357942,40-60,M,lindseymarshall,scott72@farmer.com,Patricia Blackwell,F,69
343,BYU,2018-08-01,2019-05-01,273,Wednesday,419961,USD,43337,500003,166470,0.08667347995912024,3.8412903523548008,0.3329380023719858,20-35,B,wcook,cfisher@baker.com,Jonathan Miranda,M,81
344,BYU,2019-04-23,2019-04-27,4,Tuesday,63053,USD,52446,500000,37519,0.104892,0.7153834420165504,0.075038,30-45,M,wcook,cfisher@baker.com,Jonathan Miranda,M,81
345,KTR,2017-10-11,2018-04-08,179,Wednesday,615272,GBP,57391,499999,307170,0.11478222956445913,5.352232928507954,0.6143412286824573,20-40,F,wcook,cfisher@baker.com,Jonathan Miranda,M,81
346,BYU,2018-09-30,2020-07-27,666,Sunday,372558,GBP,44397,499998,258162,0.08879435517742071,5.814852354888844,0.5163260653042612,35-50,B,wcook,cfisher@baker.com,Jonathan Miranda,M,81
347,GRZ,2018-04-03,2019-05-22,414,Tuesday,661365,USD,33396,499999,80011,0.06679213358426717,2.395825847406875,0.1600223200446401,20-30,B,wcook,cfisher@baker.com,Jonathan Miranda,M,81
348,AKX,2019-05-08,2021-04-24,717,Wednesday,376130,EUR,26176,499998,286491,0.052352209408837634,10.944796760391197,0.5729842919371677,35-40,B,wcook,cfisher@baker.com,Jonathan Miranda,M,81
349,KTR,2019-01-29,2019-02-12,14,Tuesday,409188,GBP,24475,499996,274878,0.048950391603132824,11.23097037793667,0.5497603980831847,25-35,M,cmurray,xnichols@hotmail.com,Sharon Rubio,F,72
350,KTR,2019-07-13,2019-09-11,60,Saturday,137783,EUR,66714,500001,52470,0.1334277331445337,0.786491590970411,0.10493979012041976,40-45,M,cmurray,xnichols@hotmail.com,Sharon Rubio,F,72
351,AKX,2017-09-26,2018-07-23,300,Tuesday,630699,GBP,64973,499998,144998,0.12994651978607916,2.231665461037662,0.28999715998863995,35-40,M,ashleypowell,zhamilton@mitchell.org,Roberto Cobb,M,52
352,AKX,2018-01-03,2019-05-20,502,Wednesday,156072,USD,89998,500001,121506,0.17999564000871998,1.3500966688148626,0.24301151397697204,20-30,B,ashleypowell,zhamilton@mitchell.org,Roberto Cobb,M,52
353,KTR,2018-10-01,2019-08-04,307,Monday,707013,USD,13176,500001,262,0.026351947296105408,0.019884638737097754,0.000523998952002096,40-45,B,ashleypowell,zhamilton@mitchell.org,Roberto Cobb,M,52
354,AKX,2018-03-16,2019-12-30,654,Friday,131990,USD,45673,499999,123894,0.09134618269236539,2.7126310949576338,0.24778849557699115,25-45,F,ashleypowell,zhamilton@mitchell.org,Roberto Cobb,M,52
355,GRZ,2018-05-12,2019-12-16,583,Saturday,471210,USD,3533,500001,461425,0.007065985868028264,130.60430229266913,0.9228481543036914,35-40,F,ashleypowell,zhamilton@mitchell.org,Roberto Cobb,M,52
356,KTR,2017-12-16,2018-01-10,25,Saturday,196636,GBP,83274,499995,20563,0.16654966549665495,0.24693181545260226,0.04112641126411264,35-55,M,ashleypowell,zhamilton@mitchell.org,Roberto Cobb,M,52
357,GRZ,2018-09-18,2020-01-18,487,Tuesday,652694,GBP,12735,500001,263769,0.02546994906010188,20.712131919905772,0.5275369449261101,35-40,B,ashleypowell,zhamilton@mitchell.org,Roberto Cobb,M,52
358,BYU,2018-03-23,2018-10-30,221,Friday,696948,USD,13238,500000,319745,0.026476,24.15357304728811,0.63949,30-50,B,ashleypowell,zhamilton@mitchell.org,Roberto Cobb,M,52
359,GRZ,2018-05-04,2019-02-15,287,Friday,278033,GBP,16895,500001,40188,0.03378993242013516,2.3786919206865935,0.0803758392483215,35-40,B,halljoel,saradavis@powell.com,Matthew Jones,M,49
360,KTR,2017-10-28,2019-08-13,654,Saturday,466651,GBP,44790,499997,431381,0.0895805374832249,9.63118999776736,0.8627671766030596,35-40,B,halljoel,saradavis@powell.com,Matthew Jones,M,49
361,GRZ,2018-01-29,2018-03-16,46,Monday,351859,USD,91107,499999,209716,0.18221436442872885,2.3018648402427915,0.4194328388656777,40-45,B,halljoel,saradavis@powell.com,Matthew Jones,M,49
362,KTR,2019-01-24,2019-02-16,23,Thursday,164604,USD,83448,500003,75777,0.16689499863000823,0.9080744895024446,0.15155309068145592,30-40,F,halljoel,saradavis@powell.com,Matthew Jones,M,49
363,KTR,2018-07-16,2019-09-25,436,Monday,353188,EUR,10431,499999,312387,0.020862041724083447,29.947943629565717,0.6247752495504991,35-55,F,halljoel,saradavis@powell.com,Matthew Jones,M,49
364,AKX,2017-10-25,2019-09-17,692,Wednesday,24772,EUR,47315,499999,1928,0.09463018926037851,0.040748177110852796,0.003856007712015424,35-40,B,halljoel,saradavis@powell.com,Matthew Jones,M,49
365,BYU,2018-03-03,2018-11-12,254,Saturday,879300,EUR,11679,499999,252261,0.02335804671609343,21.599537631646545,0.5045230090460181,35-50,F,halljoel,saradavis@powell.com,Matthew Jones,M,49
366,BYU,2018-03-06,2019-03-14,373,Tuesday,163847,USD,31570,500000,116267,0.06314,3.6828318023439977,0.232534,40-60,B,lisa68,barbarahardy@martin.com,Courtney Watts,F,80
367,GRZ,2018-03-11,2019-03-12,366,Sunday,830008,EUR,18406,499999,236883,0.03681207362414725,12.869879387156361,0.4737669475338951,20-35,F,lisa68,barbarahardy@martin.com,Courtney Watts,F,80
368,KTR,2018-12-01,2019-07-29,240,Saturday,247876,GBP,63795,499999,61248,0.12759025518051037,0.9600752410063484,0.12249624499248998,40-50,M,lisa68,barbarahardy@martin.com,Courtney Watts,F,80
369,BYU,2018-06-27,2020-05-26,699,Wednesday,445659,USD,33308,499999,208593,0.06661613323226646,6.262549537648613,0.41718683437366877,20-25,B,lisa68,barbarahardy@martin.com,Courtney Watts,F,80
370,GRZ,2018-03-18,2018-12-09,266,Sunday,922907,USD,30026,500002,302667,0.060051759792960825,10.080163857989742,0.6053315786736853,40-45,M,lisa68,barbarahardy@martin.com,Courtney Watts,F,80
371,KTR,2019-09-03,2020-03-25,204,Tuesday,289206,GBP,30397,500000,205112,0.060794,6.747771161627792,0.410224,35-40,F,lisa68,barbarahardy@martin.com,Courtney Watts,F,80
372,AKX,2017-09-19,2018-12-24,461,Tuesday,569055,USD,35022,499998,200307,0.07004428017712071,5.71946205242419,0.40061560246240985,35-50,F,lisa68,barbarahardy@martin.com,Courtney Watts,F,80
373,KTR,2019-02-13,2021-01-15,702,Wednesday,654735,GBP,33017,500000,207993,0.066034,6.2995729472695885,0.415986,35-55,M,lisa68,barbarahardy@martin.com,Courtney Watts,F,80
374,AKX,2018-07-26,2019-07-07,346,Thursday,841951,GBP,93024,500002,413281,0.18604725581097675,4.442735208118335,0.826558693765225,20-35,M,michellerodriguez,ytaylor@yahoo.com,David Perez,M,90
375,AKX,2019-03-13,2021-02-23,713,Wednesday,677946,EUR,35852,500003,22159,0.07170356977858133,0.6180687269887315,0.04431773409359544,45-65,M,michellerodriguez,ytaylor@yahoo.com,David Perez,M,90
376,BYU,2019-07-31,2019-11-10,102,Wednesday,267788,USD,57928,500001,11217,0.11585576828846342,0.19363692860102197,0.022433955132089737,20-35,F,michellerodriguez,ytaylor@yahoo.com,David Perez,M,90
377,GRZ,2018-03-10,2018-10-27,231,Saturday,487646,USD,42222,499999,167647,0.08444416888833778,3.970607740040737,0.3352946705893412,35-40,F,michellerodriguez,ytaylor@yahoo.com,David Perez,M,90
378,BYU,2018-05-16,2019-01-03,232,Wednesday,147916,USD,48978,500001,37956,0.09795580408839183,0.7749601862060517,0.07591184817630364,25-40,B,michellerodriguez,ytaylor@yahoo.com,David Perez,M,90
379,KTR,2019-09-04,2020-06-24,294,Wednesday,805310,USD,36404,500000,647689,0.072808,17.791698714426985,1.295378,30-40,M,michellerodriguez,ytaylor@yahoo.com,David Perez,M,90
380,BYU,2019-05-21,2020-09-02,470,Tuesday,957216,GBP,27195,499998,60005,0.054390217560870244,2.2064717779003495,0.12001048004192016,25-35,M,michellerodriguez,ytaylor@yahoo.com,David Perez,M,90
381,AKX,2018-03-13,2019-06-20,464,Tuesday,645170,USD,77104,500000,280718,0.154208,3.6407709068271426,0.561436,25-45,B,michellerodriguez,ytaylor@yahoo.com,David Perez,M,90
382,KTR,2018-07-29,2018-12-29,153,Sunday,802873,EUR,10943,500002,5275,0.021885912456350173,0.48204331536141826,0.0105499578001688,30-35,F,tina38,lreese@hotmail.com,Scott Alexander,M,63
383,AKX,2017-11-16,2018-05-30,195,Thursday,892013,GBP,13961,499996,261832,0.027922223377787023,18.754530477759474,0.5236681893455147,25-45,M,tina38,lreese@hotmail.com,Scott Alexander,M,63
384,AKX,2019-12-04,2019-06-12,-175,Wednesday,748539,USD,16338,500001,547292,0.032675934648130706,33.49810258293549,1.0945818108363783,40-45,F,tina38,lreese@hotmail.com,Scott Alexander,M,63
385,GRZ,2018-06-07,2019-08-08,427,Thursday,758261,EUR,49298,500000,397320,0.098596,8.059556168607246,0.79464,35-45,M,tina38,lreese@hotmail.com,Scott Alexander,M,63
386,BYU,2018-07-18,2019-03-11,236,Wednesday,5758,USD,66755,500003,236,0.13350919894480634,0.0035353157066886375,0.0004719971680169919,35-55,B,tina38,lreese@hotmail.com,Scott Alexander,M,63
387,GRZ,2018-08-25,2019-08-10,350,Saturday,405879,GBP,34332,499999,75098,0.06866413732827466,2.1874053361295585,0.1501963003926008,40-45,B,tonyshaffer,larsensonya@yahoo.com,Michael Joyce,M,53
388,KTR,2018-05-16,2019-02-05,265,Wednesday,82930,GBP,46447,500000,56057,0.092894,1.2069024910112602,0.112114,20-45,B,tonyshaffer,larsensonya@yahoo.com,Michael Joyce,M,53
389,GRZ,2019-09-01,2020-01-04,125,Sunday,474864,EUR,83985,499997,118857,0.16797100782604696,1.4152170030362565,0.23771542629255776,30-50,F,simselizabeth,timothy00@yahoo.com,David Tanner,M,20
390,GRZ,2018-05-27,2019-06-06,375,Sunday,412325,USD,46702,500001,137795,0.09340381319237362,2.950516037857051,0.27558944882110237,35-55,B,simselizabeth,timothy00@yahoo.com,David Tanner,M,20
391,AKX,2017-01-12,2019-08-06,936,Thursday,296793,EUR,63490,500001,166040,0.1269797460405079,2.615214994487321,0.3320793358413283,20-25,F,simselizabeth,timothy00@yahoo.com,David Tanner,M,20
392,KTR,2019-03-13,2020-07-20,495,Wednesday,69720,EUR,30884,499998,66208,0.061768247072988294,2.143763761170833,0.13241652966611867,30-40,M,simselizabeth,timothy00@yahoo.com,David Tanner,M,20
393,AKX,2019-08-01,2020-06-11,315,Thursday,265928,USD,97946,500002,198528,0.19589121643513427,2.0269127886794767,0.39705441178235285,35-55,M,simselizabeth,timothy00@yahoo.com,David Tanner,M,20
394,BYU,2017-10-11,2018-03-02,142,Wednesday,15420,USD,43009,499999,4080,0.08601817203634407,0.09486386570252738,0.00816001632003264,35-40,F,simselizabeth,timothy00@yahoo.com,David Tanner,M,20
395,GRZ,2018-06-28,2019-10-24,483,Thursday,725631,GBP,24409,500002,196793,0.04881780472878108,8.062313081240527,0.39358442566229734,20-30,F,simselizabeth,timothy00@yahoo.com,David Tanner,M,20
396,GRZ,2018-05-28,2019-12-22,573,Monday,629679,GBP,49056,499999,577620,0.09811219622439245,11.774706457925635,1.155242310484621,40-60,M,simselizabeth,timothy00@yahoo.com,David Tanner,M,20
397,KTR,2018-01-29,2019-11-05,645,Monday,678894,EUR,50302,500000,395804,0.100604,7.868553934237207,0.791608,25-35,F,xkelly,maciasjillian@gmail.com,Ashley Lucas,F,57
398,GRZ,2019-06-16,2020-02-16,245,Sunday,280840,USD,73576,499996,276931,0.1471531772254178,3.76387680765467,0.5538664309314475,40-45,M,xkelly,maciasjillian@gmail.com,Ashley Lucas,F,57
399,BYU,2018-08-19,2018-11-22,95,Sunday,725712,EUR,24177,500000,312580,0.048354,12.928816643917774,0.62516,35-60,F,xkelly,maciasjillian@gmail.com,Ashley Lucas,F,57
400,KTR,2019-07-04,2020-09-14,438,Thursday,572161,EUR,18966,500001,369956,0.03793192413615173,19.50627438574291,0.7399105201789596,30-40,F,xkelly,maciasjillian@gmail.com,Ashley Lucas,F,57
401,AKX,2019-01-28,2019-12-13,319,Monday,288415,USD,43371,499998,158514,0.08674234696938787,3.6548384865463097,0.3170292681170725,30-50,B,xkelly,maciasjillian@gmail.com,Ashley Lucas,F,57
402,KTR,2019-05-05,2020-12-31,606,Sunday,495227,USD,45531,499999,449883,0.09106218212436425,9.880806483494762,0.899767799535599,40-60,F,xkelly,maciasjillian@gmail.com,Ashley Lucas,F,57
403,BYU,2019-09-05,2020-11-23,445,Thursday,807717,USD,64092,499996,479083,0.12818502548020383,7.474926667914873,0.9581736653893231,30-50,B,william87,dlogan@reynolds.com,Alexis Chandler,F,52
404,KTR,2019-04-03,2020-01-18,290,Wednesday,634699,EUR,37659,499996,323313,0.07531860254882039,8.585278419501314,0.6466311730493844,40-45,B,william87,dlogan@reynolds.com,Alexis Chandler,F,52
405,AKX,2018-11-12,2019-09-05,297,Monday,659843,EUR,29767,500001,18083,0.05953388093223814,0.6074847986024793,0.036165927668144665,35-45,M,william87,dlogan@reynolds.com,Alexis Chandler,F,52
406,AKX,2018-02-19,2019-01-10,325,Monday,195582,EUR,69580,500000,30642,0.13916,0.44038516815176776,0.061284,25-35,B,william87,dlogan@reynolds.com,Alexis Chandler,F,52
407,AKX,2017-11-30,2017-01-12,-322,Thursday,632969,USD,19401,499999,270618,0.03880207760415521,13.948662440080408,0.5412370824741649,45-65,B,hilljessica,xreynolds@gmail.com,Ms. Shannon Reeves PhD,F,56
408,GRZ,2017-01-10,2019-05-03,843,Tuesday,470002,USD,61850,500000,330098,0.1237,5.337073565076799,0.660196,30-50,B,hilljessica,xreynolds@gmail.com,Ms. Shannon Reeves PhD,F,56
409,AKX,2019-02-26,2020-05-22,451,Tuesday,99564,USD,68780,499998,97211,0.13756055024220096,1.4133614422797325,0.19442277769111077,30-50,M,hilljessica,xreynolds@gmail.com,Ms. Shannon Reeves PhD,F,56
410,KTR,2018-07-08,2019-02-25,232,Sunday,892648,GBP,16897,499999,184830,0.033794067588135177,10.938628158844764,0.36966073932147864,30-35,M,sgonzales,tonymurphy@yahoo.com,Tasha Hawkins,F,57
411,KTR,2017-11-27,2017-12-31,34,Monday,484793,EUR,19631,500001,274300,0.03926192147615705,13.972798125413886,0.5485989028021944,40-65,B,sgonzales,tonymurphy@yahoo.com,Tasha Hawkins,F,57
412,GRZ,2018-11-05,2018-06-11,-147,Monday,960911,EUR,46152,500000,114821,0.092304,2.4878878488472873,0.229642,30-40,B,sgonzales,tonymurphy@yahoo.com,Tasha Hawkins,F,57
413,GRZ,2017-10-14,2019-01-24,467,Saturday,15412,USD,28345,500002,9349,0.056689773240907036,0.3298288939848298,0.018697925208299167,25-45,F,sgonzales,tonymurphy@yahoo.com,Tasha Hawkins,F,57
414,GRZ,2018-06-06,2019-10-30,511,Wednesday,808987,EUR,73026,499999,634592,0.1460522921045842,8.689946046613535,1.2691865383730767,25-30,F,sgonzales,tonymurphy@yahoo.com,Tasha Hawkins,F,57
415,GRZ,2018-09-08,2020-06-30,661,Saturday,511151,GBP,14835,500001,414742,0.02966994066011868,27.956993596225143,0.8294823410353179,40-60,F,sgonzales,tonymurphy@yahoo.com,Tasha Hawkins,F,57
416,GRZ,2018-04-04,2019-12-12,617,Wednesday,914483,EUR,40380,499998,730702,0.08076032304129216,18.09564140663695,1.4614098456393825,25-30,M,sgonzales,tonymurphy@yahoo.com,Tasha Hawkins,F,57
417,AKX,2017-09-24,2019-02-28,522,Sunday,503439,EUR,22393,500002,488059,0.04478582085671657,21.795159201536194,0.9761140955436178,40-60,F,sgonzales,tonymurphy@yahoo.com,Tasha Hawkins,F,57
418,AKX,2018-07-21,2020-01-29,557,Saturday,272602,USD,29680,500000,220840,0.05936,7.440700808625337,0.44168,35-55,B,golson,mckenzie59@hotmail.com,Andrea Taylor,F,72
419,KTR,2018-01-14,2019-09-12,606,Sunday,152017,GBP,38229,500000,17590,0.076458,0.4601218969891967,0.03518,40-45,F,golson,mckenzie59@hotmail.com,Andrea Taylor,F,72
420,KTR,2018-10-15,2020-05-15,578,Monday,593557,USD,52951,499998,399095,0.10590242360969444,7.5370625672791824,0.7981931927727711,40-55,M,golson,mckenzie59@hotmail.com,Andrea Taylor,F,72
421,BYU,2018-05-23,2020-05-19,727,Wednesday,756838,USD,74271,500002,247394,0.14854140583437667,3.3309636331811876,0.49478602085591655,30-35,F,golson,mckenzie59@hotmail.com,Andrea Taylor,F,72
422,BYU,2018-09-08,2019-05-01,235,Saturday,665035,USD,12254,500002,271255,0.024507901968392126,22.136037212338827,0.5425078299686801,20-45,F,golson,mckenzie59@hotmail.com,Andrea Taylor,F,72
423,AKX,2019-11-02,2019-04-24,-192,Saturday,224914,GBP,17882,499998,217346,0.035764143056572224,12.15445699586176,0.4346937387749551,40-60,F,golson,mckenzie59@hotmail.com,Andrea Taylor,F,72
424,GRZ,2018-03-29,2019-03-13,349,Thursday,443814,GBP,11611,499996,112097,0.02322218577748622,9.654379467746104,0.22419579356634853,20-30,B,golson,mckenzie59@hotmail.com,Andrea Taylor,F,72
425,BYU,2018-04-25,2019-05-28,398,Wednesday,184464,USD,87115,499999,75938,0.17423034846069693,0.8716983297939506,0.1518763037526075,20-25,M,golson,mckenzie59@hotmail.com,Andrea Taylor,F,72
426,AKX,2018-09-30,2019-03-29,180,Sunday,25668,GBP,53376,499996,1137,0.10675285402283219,0.021301708633093525,0.0022740181921455374,35-40,M,lcastro,diane45@gmail.com,Timothy Norton,M,73
427,GRZ,2019-01-30,2019-12-11,315,Wednesday,66523,EUR,63761,499998,13639,0.12752251009004037,0.2139081883910227,0.02727810911243645,35-50,B,lcastro,diane45@gmail.com,Timothy Norton,M,73
428,BYU,2019-06-03,2019-04-11,-53,Monday,589160,USD,29374,500000,96316,0.058748,3.278954177163478,0.192632,40-65,F,lcastro,diane45@gmail.com,Timothy Norton,M,73
429,GRZ,2017-11-22,2019-09-29,676,Wednesday,796094,EUR,60916,499999,202310,0.12183224366448733,3.321130737408891,0.4046208092416185,25-35,M,lcastro,diane45@gmail.com,Timothy Norton,M,73
